location,density,gdp,rate
Burkina Faso,70.15099999999953,1703.1019999999749,1.5112781954890000
Bermuda,1308.819999999982,50669.314999999944,1.0407854984890000
Djibouti,41.28500000000009,2705.40599999997,1.0807291666670000
Comoros,437.35200000000816,1413.8900000000035,0.4575707154740000
Dominica,98.56699999999985,9673.366999999847,0.8030303030300000
Ecuador,66.93899999999897,10581.935999999989,24.7132867132870000
China,147.67399999999927,15308.711999999816,36.3546798029560000
Curacao,362.64399999999586,"",3.0223546944860000
Chile,24.281999999999577,22767.037000000182,57.9290681502090000
Croatia,73.7260000000009,22669.796999999908,16.8502139800290000
Cuba,110.40799999999967,"",18.6924528301890000
Czechia,137.17600000000277,32605.905999999704,81.6187766714080000
Denmark,136.52000000000112,46682.51500000044,77.3071528751750000
Congo,15.405000000000191,4881.405999999965,1.8027314112290000
Cyprus,127.65700000000221,32415.13199999955,17.5458823529410000
Cote d'Ivoire,76.39899999999908,3601.006000000042,4.3303030303030000
Cook Islands,"","",0.8553846153850000
Dominican Republic,222.8729999999998,14600.86099999972,10.9076246334310000
Costa Rica,96.07899999999901,15524.994999999759,26.3594202898550000
Colombia,44.223000000000496,13254.948999999779,52.3161764705880000
Democratic Republic of Congo,35.87900000000057,808.1329999999974,6.7484939759040000
Eritrea,44.30399999999964,1510.4590000000135,0.6409090909090000
Fiji,49.56200000000011,8702.974999999864,3.8385093167700000
Germany,237.01600000000272,45229.24499999982,664.3413098236780000
France,122.57799999999817,38605.67099999996,686.4849726775960000
Greece,83.47900000000014,24574.381999999627,74.0147492625370000
Equatorial Guinea,45.19400000000018,22604.872999999756,12.6811594202900000
Finland,18.13600000000031,40585.721000000616,62.5940959409590000
Ghana,126.71899999999823,4227.629999999922,3.8606431852990000
Gabon,7.859000000000113,16562.41300000019,2.8652373660030000
Faeroe Islands,35.30800000000065,"",2.0669515669520000
French Polynesia,77.32400000000042,"",8.7465034965030000
Gibraltar,3457.100000000054,"",0.3856132075470000
Estonia,31.032999999999657,29481.252000000266,11.7194444444440000
Georgia,65.03199999999937,9745.078999999925,37.2277227722770000
Ethiopia,104.95699999999921,1729.9269999999867,7.9160305343510000
Eswatini,79.49199999999881,7738.974999999908,2.5576323987540000
Gambia,207.56599999999992,1561.7669999999937,1.1646825396830000
Falkland Islands,"","",0.9557291666670000
Egypt,97.99900000000032,10550.20600000008,7.2010443864230000
El Salvador,307.8109999999942,7292.457999999934,18.1879483500720000
Guyana,3.952000000000087,7435.0470000000205,1.7648809523810000
Iraq,88.125,15663.98599999971,25.9903846153850000
India,450.4189999999955,6426.673999999969,896.5108225108230000
Isle of Man,147.87200000000212,"",4.9175572519080000
Iran,49.83099999999899,19082.619999999642,92.1614678899080000
Ireland,69.87400000000147,67335.29299999938,63.3416422287390000
Hong Kong,7039.713999999934,56054.92000000117,99.9883116883120000
Iceland,3.403999999999997,46482.9579999998,10.2320441988950000
Israel,402.60600000000716,33132.32000000024,348.5601719197710000
Indonesia,145.72500000000227,11188.744000000072,90.3882681564250000
Guatemala,157.83400000000185,7423.808000000123,7.1406619385340000
Grenada,317.13200000000506,13593.877000000188,1.3666666666670000
Honduras,82.80499999999975,4541.794999999951,18.2319660537480000
Guinea,51.75499999999958,1998.925999999982,0.8005997001500000
Greenland,0.13700000000000043,"",1.1743666169900000
Haiti,398.44799999999645,1653.1729999999725,1.1032934131740000
Guinea-Bissau,66.1909999999993,1548.6750000000243,0.2846497764530000
Hungary,108.04300000000097,26777.56100000041,64.5372492836680000
Kiribati,143.70100000000056,1981.1319999999903,1.3307984790870000
Jordan,109.28500000000223,8337.490000000154,34.4156545209180000
Lesotho,73.56199999999961,2851.1529999999743,13.6857707509880000
Kuwait,232.12799999999754,65530.537000000375,9.8196022727270000
Italy,205.8589999999974,35220.083999999624,317.7200557103060000
Lithuania,45.13499999999968,29524.265000000345,22.4664723032070000
Liechtenstein,237.01199999999682,"",0.4780821917810000
Laos,29.715000000000128,6397.36000000004,5.3410641200550000
Libya,3.6230000000000384,17881.508999999733,8.4106351550960000
Liberia,49.12700000000036,752.7879999999901,0.6783004552350000
Jamaica,266.8789999999946,8193.571000000184,2.9112426035500000
Latvia,31.211999999999744,25063.846000000478,16.6787204450630000
Kyrgyzstan,32.3329999999996,3393.4739999999615,94.3032786885250000
Kenya,87.32399999999954,2993.0279999999693,5.7500000000000000
Lebanon,594.5609999999906,13367.564999999986,15.1123595505620000
Japan,347.7779999999958,39002.22300000032,141.1975642760490000
Kazakhstan,6.6809999999999095,24055.587999999814,133.0402414486920000
Macao,20546.76600000018,104861.85100000004,0.0993303571430000
Malaysia,96.25400000000072,26808.164000000495,43.3844155844160000
Malawi,197.5190000000002,1095.0420000000095,4.4610169491530000
Maldives,1454.4329999999804,15183.616000000244,4.0952380952380000
Montserrat,"","",0.2043422733080000
Madagascar,43.95100000000033,1416.4399999999696,3.5581395348840000
Myanmar,81.72099999999936,5591.597000000047,14.9430379746840000
Malta,1454.0370000000096,36513.32299999969,2.2270916334660000
Marshall Islands,295.1499999999961,3819.2020000000384,0.0210696920580000
Mauritania,4.289000000000087,3597.6329999999466,1.8237951807230000
Monaco,19347.5,"",0.7365439093480000
Morocco,80.08000000000132,7485.013000000043,23.1074856046070000
Mexico,66.4440000000013,17336.46900000014,159.0376266280750000
Montenegro,46.27999999999945,16409.288000000186,4.4848484848480000
Mongolia,1.9800000000000146,11840.846000000072,40.9266666666670000
Mozambique,37.72799999999939,1136.1030000000026,7.6342592592590000
Luxembourg,231.44699999999506,94277.96500000205,7.9093525179860000
Micronesia (country),150.77700000000075,3299.4639999999754,0.0470347648260000
Mauritius,622.9619999999999,20292.744999999668,44.2566371681420000
Moldova,123.65499999999908,5189.972000000045,8.9970972423800000
Mali,15.195999999999922,2014.3060000000298,1.8580152671760000
Paraguay,17.144000000000137,8827.00999999984,37.6026200873360000
Palau,47.23699999999965,13240.404999999917,2.3333333333330000
New Caledonia,15.342000000000112,"",8.4249291784700000
Nicaragua,51.667000000000726,5321.444000000051,0.9230769230770000
Peru,25.129000000000474,12236.706000000097,86.6909620991250000
Nigeria,209.5879999999987,5338.453999999935,9.2880844645550000
Norway,14.461999999999982,64800.056999998524,36.6185133239830000
Niger,16.954999999999934,926.0,0.4574468085110000
Panama,55.133000000001005,22267.037000000168,28.7074235807860000
Oman,14.979999999999706,37960.708999999595,8.6199158485270000
North Korea,211.7010000000008,"",""
Palestine,778.202000000005,4449.898000000037,52.3379310344830000
Namibia,3.0779999999999776,9541.808000000137,5.2690863579470000
North Macedonia,82.59999999999955,13111.213999999825,3.3361945636620000
New Zealand,18.206000000000106,36085.842999999426,53.6024258760110000
Papua New Guinea,18.21999999999974,3823.1940000000186,2.0993197278910000
Nepal,204.4299999999956,2442.8040000000033,13.8457300275480000
Pakistan,255.5730000000023,5034.708000000056,109.7545454545450000
Netherlands,508.54399999999544,48472.54500000104,535.0196905766530000
Russia,8.823000000000128,24765.953999999918,272.5215633423180000
Senegal,82.32800000000043,2470.5800000000286,3.4234592445330000
Philippines,351.87300000000175,7599.188000000067,54.2835195530730000
Singapore,7915.730999999901,85535.38300000098,50.5824742268040000
Rwanda,494.869000000005,1854.2109999999705,6.1563126252510000
Saint Helena,"","",""
San Marino,556.6670000000039,56861.46999999932,0.7188872620790000
Qatar,227.32199999999528,116935.5999999987,6.1581259150810000
Sierra Leone,104.69999999999838,1390.3000000000216,0.4266666666670000
Sao Tome and Principe,212.84099999999663,3052.713999999998,0.4968847352020000
Saint Pierre and Miquelon,"","",0.3842975206610000
Saint Kitts and Nevis,212.86499999999918,24654.38500000015,0.3644716692190000
Saint Vincent and the Grenadines,281.78700000000373,10727.14599999988,3.9868228404100000
Saudi Arabia,15.32200000000009,49045.41099999916,8.6162790697670000
Saint Lucia,293.18700000000376,12951.838999999829,1.0633284241530000
Seychelles,208.3540000000002,26382.287000000215,3.0911808669660000
Samoa,69.41300000000032,6021.5570000000225,2.2251908396950000
Poland,124.02700000000101,27216.44500000023,83.0821325648410000
Portugal,112.37099999999927,27936.896000000343,110.4014285714290000
Romania,85.12900000000072,23313.198999999793,56.6827195467420000
Serbia,80.29099999999883,14048.88099999976,53.0881502890170000
Sweden,24.718000000000433,46949.282999999836,191.9682320441990000
Sudan,23.258000000000145,4466.507000000089,1.8110014104370000
Sri Lanka,341.95499999999754,11669.076999999768,19.3628620102210000
Taiwan,"","",153.3341260404280000
Slovakia,113.12799999999814,30155.151999999765,40.0337078651690000
Somalia,23.5,"",1.5699558173780000
Tajikistan,64.2810000000008,2896.912999999978,22.6111111111110000
Suriname,3.612000000000049,13767.119000000215,2.0830860534120000
Spain,93.10500000000026,34272.35999999961,531.0056980056980000
Thailand,135.13199999999853,16277.671000000082,58.2086419753090000
South Korea,527.9670000000034,35938.374000000746,794.5230179028130000
Syria,"","",1.5184563758390000
Switzerland,214.24299999999744,57410.16600000065,126.7167138810200000
South Sudan,"",1569.8880000000174,0.7871674491390000
Slovenia,102.6190000000011,31400.83999999987,33.3791130185980000
Tanzania,64.69900000000042,2683.3040000000033,43.7176258992810000
Solomon Islands,21.841000000000225,2205.9229999999725,5.1306532663320000
South Africa,46.75400000000064,12294.876000000126,58.5394126738790000
Tonga,150.02799999999903,5425.621000000001,5.4736842105260000
Turkey,104.91400000000024,25129.340999999607,159.9381294964030000
Turks and Caicos Islands,37.312000000000765,"",0.8274809160310000
Togo,143.36599999999817,1429.8130000000015,1.5022488755620000
Vatican,"","",0.0316041581740000
United States,35.60800000000016,54225.44600000037,1930.1115760111580000
Ukraine,77.38999999999952,7894.393000000099,64.0426742532010000
Venezuela,36.25300000000042,16745.021999999906,6.5355029585800000
Uruguay,19.751000000000175,20551.409000000058,19.8425655976680000
Tunisia,74.22800000000105,10849.297000000095,28.9158200290280000
Trinidad and Tobago,266.8859999999987,28763.0709999998,1.8569321533920000
Uganda,213.75899999999905,1697.707000000001,41.0076923076920000
Wallis and Futuna,"","",0.3154362416110000
United Arab Emirates,112.44199999999908,67293.48300000085,8.9599198396790000
Timor,87.17600000000033,6570.101999999961,1.0230769230770000
Uzbekistan,76.13399999999866,6253.104000000002,2.1767304860090000
Vanuatu,22.66200000000016,2921.9089999999887,1.0750436300170000
United Kingdom,272.8979999999942,39753.243999999875,289.7333333333330000
Vietnam,308.1270000000009,6171.883999999947,583.0706033376120000
Yemen,53.508000000000955,1479.1470000000133,0.4289985052320000
Zimbabwe,42.72899999999953,1899.7749999999785,14.5562599049130000
Zambia,22.99500000000014,3689.251000000037,8.5199386503070000
